04:33:23.061 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
04:33:23.065 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep.execute(ProvisionWikiStep:78)
04:33:23.065 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep
04:33:23.065 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:33:25.963 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:33:25.975 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:33:25.979 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:33:25.983 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:33:25.985 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:33:25.986 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:33:25.990 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallPlanJob
04:33:25.991 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:33:25.992 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:33:25.995 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallJob
04:33:25.999 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:33:26.001 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:33:26.010 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.ExtensionInstaller
04:33:26.014 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep
04:33:26.278 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
04:33:38.120 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:33:38.134 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:33:38.150 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:33:38.161 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:33:38.462 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 14.666666666666666
04:33:39.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.243 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.263 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.270 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.323 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.330 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.342 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.343 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.356 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.363 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.380 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.400 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.533 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.570 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.570 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.574 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.575 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.658 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.661 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.671 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.671 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.671 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.671 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.671 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.672 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.682 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.716 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.718 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.718 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.719 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.719 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.722 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.754 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 14.666666666666666
04:33:39.754 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 14.666666666666666. PT: 1 seconds
04:33:39.759 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:33:39.929 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.936 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.976 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:39.977 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:40.006 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:40.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:33:40.029 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
