16:17:18.078 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:17:18.081 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:17:18.081 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:18.082 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:17:19.590 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:17:19.591 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:19.599 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:17:45.069 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:17:45.078 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:17:45.085 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:17:45.091 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:17:45.435 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
16:17:51.068 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.069 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.069 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.070 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.077 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.111 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.113 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.243 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.243 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.243 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.244 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.244 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.280 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.281 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.281 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.334 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:17:51.334 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 6 seconds
16:17:51.334 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
16:17:51.355 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.355 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.439 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.440 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.498 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.720 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.721 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.738 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.738 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.743 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.755 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.756 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.765 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.772 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.773 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.841 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.841 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.846 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.855 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.855 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.855 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.857 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.857 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.858 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:51.858 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
