09:02:21.457 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.QueryParameterException
09:02:21.461 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.populateParameters(HqlQueryExecutor:384)
09:02:21.461 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:02:21.461 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:02:23.612 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:02:23.613 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:02:23.613 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:02:23.613 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:02:23.614 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:02:23.614 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:02:23.631 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
09:02:44.971 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:02:44.980 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:02:44.987 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:02:44.993 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:02:48.678 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 3 second: 6.6
09:02:51.259 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.260 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.266 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.344 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.359 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.359 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.396 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.401 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.402 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.452 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 6.6
09:02:51.452 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 6.6. PT: 6 seconds
09:02:51.452 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
09:02:51.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:51.900 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:54.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:54.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:54.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.017 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.031 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.032 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.034 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.045 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.046 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.061 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.062 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.062 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.081 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.081 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.138 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.155 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.155 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.262 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:02:55.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
