00:15:44.612 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.Exception
00:15:44.615 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore.cleanUp(XWikiHibernateBaseStore:1137)
00:15:44.615 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore
00:15:44.615 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
00:15:50.814 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.XWikiHibernateBaseStore
00:15:50.816 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.XWikiHibernateBaseStore
00:15:50.840 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 583.
00:16:16.448 [main] INFO  org.hibernate.cfg.Environment - Hibernate 3.6.9.Final
00:16:17.536 [main] INFO  org.hibernate.cfg.Environment - hibernate.properties not found
00:16:17.558 [main] INFO  org.hibernate.cfg.Environment - Bytecode provider name : javassist
00:16:17.561 [main] INFO  org.hibernate.cfg.Environment - using JDK 1.4 java.sql.Timestamp handling
00:16:50.236 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
00:16:50.246 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
00:16:50.254 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
00:16:50.262 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
00:16:55.000 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 4 second: 2.5
00:16:57.873 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 11 fitness evolutions and 7 second: 1.5
00:16:59.983 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
00:16:59.985 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 9 seconds
00:16:59.985 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
00:17:04.804 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
00:17:06.997 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:07.461 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:08.247 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:08.248 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:08.249 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:08.282 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:08.286 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:08.544 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:08.605 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:09.082 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
00:17:09.289 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:09.378 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:09.643 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:11.097 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.203 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.278 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.478 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.478 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.479 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.866 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.870 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 200
00:17:12.960 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:12.983 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.001 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.239 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.288 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.374 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.550 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.552 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.568 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.757 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.759 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.770 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.796 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:13.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:14.382 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 250
00:17:14.439 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:14.773 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:14.794 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:14.993 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
00:17:15.494 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
