08:11:55.983 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
08:11:55.991 [main] WARN  eu.stamp.botsing.StackTrace - Missing line in frame 7
08:11:55.992 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.MockHandlerImpl.handle(MockHandlerImpl:94)
08:11:55.992 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.MockHandlerImpl
08:11:55.992 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:11:56.502 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
08:11:56.503 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:11:56.534 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
08:11:57.653 [main] ERROR e.s.b.reproduction.CrashReproduction - Error in target initialization:
08:11:57.664 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:11:57.672 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:11:57.678 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:11:58.004 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.75
08:11:58.404 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:58.449 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:58.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:58.720 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:58.885 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.75
08:11:58.886 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.75. PT: 1 seconds
08:11:58.886 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:11:59.204 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.422 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.426 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.570 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.570 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.570 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.570 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.632 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.633 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.668 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.75 | 100
08:11:59.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.820 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.822 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.850 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.851 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.987 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:11:59.988 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.024 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.037 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.064 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.065 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.065 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.075 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.075 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.120 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.123 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.142 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.172 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.174 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.75 | 150
08:12:00.192 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.192 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.204 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.217 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.217 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.226 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.229 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.230 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.236 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.237 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.258 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.259 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.272 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.273 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:12:00.285 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
