04:45:05.682 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
04:45:05.686 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.extension.job.internal.AbstractInstallPlanJob.installExtension(AbstractInstallPlanJob:810)
04:45:05.686 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:45:05.687 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:45:07.808 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:45:07.813 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:45:07.818 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:45:07.820 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:45:07.907 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
04:45:18.869 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:45:18.878 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:45:18.985 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:45:18.992 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:47:02.288 [main] ERROR e.s.b.f.t.f.StackTraceChromosomeFactory - Guided initialization failed. Please revise the target class and method!
04:47:02.288 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating the initial population. cause: Guided initialization failed. Please revise the target class and method!
04:47:02.536 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 103 second: 4.998709677419354
04:47:02.725 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.998709677419354
04:47:02.725 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.998709677419354. PT: 103 seconds
04:47:02.725 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:47:03.364 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:03.385 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:04.282 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:04.284 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:05.112 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:05.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:05.209 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:05.213 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.023 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.024 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.024 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.196 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.230 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.230 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.231 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.231 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.319 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.320 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.320 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.321 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.497 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.498 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.498 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:06.505 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.998709677419354 | 100
04:47:07.289 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:07.291 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:07.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:07.593 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.126 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.168 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.206 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.206 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.208 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.222 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.223 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.223 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.266 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.268 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.273 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.307 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.368 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.368 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.402 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.403 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.403 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.403 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.405 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.406 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.406 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.453 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.538 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.998709677419354 | 150
04:47:08.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.744 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.837 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:08.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.128 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.129 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.466 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.466 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.510 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.510 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.604 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:09.785 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.318 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.318 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.847 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.848 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.944 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.972 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.973 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.987 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.987 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:10.989 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.000 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.004 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.008 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.012 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.019 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.022 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.022 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.063 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.063 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.068 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.077 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.098 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.098 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.106 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:11.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
