09:32:44.449 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.joda.time.IllegalFieldValueException
09:32:44.452 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.MonthDay.withFieldAdded(MonthDay:519)
09:32:44.452 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.MonthDay
09:32:44.452 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:32:45.799 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.field.FieldUtils
09:32:45.800 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.field.PreciseDurationDateTimeField
09:32:45.800 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.chrono.BasicMonthOfYearDateTimeField
09:32:45.801 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.MonthDay
09:32:45.815 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
09:32:48.224 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:32:48.240 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:32:48.250 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:32:48.259 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:32:48.628 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 4.5
09:32:49.013 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 9 fitness evolutions and 0 second: 1.5
09:32:50.112 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
09:32:50.113 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 1 seconds
09:32:50.114 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
09:32:50.720 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
09:32:51.179 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
09:32:51.763 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 200
09:32:52.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.214 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.215 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.216 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.216 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.251 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.281 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 250
09:32:52.428 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.454 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.558 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.583 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.583 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.584 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.584 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.584 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.588 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.588 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:32:52.671 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 300
