10:27:46.808 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.ClassCastException
10:27:46.811 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.extension.job.internal.UpgradePlanJob.upgradeExtension(UpgradePlanJob:85)
10:27:46.811 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.extension.job.internal.UpgradePlanJob
10:27:46.812 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
10:27:48.623 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob$ModifableExtensionPlanTree
10:27:48.624 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.UpgradePlanJob
10:27:48.625 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.UpgradePlanJob
10:27:48.625 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.UpgradePlanJob
10:27:48.642 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 577.
10:28:06.399 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
10:28:06.409 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
10:28:06.416 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
10:28:06.422 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
10:28:07.925 [main] ERROR e.s.b.f.t.f.StackTraceChromosomeFactory - Guided initialization failed. Please revise the target class and method!
10:28:07.926 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating the initial population. cause: Guided initialization failed. Please revise the target class and method!
10:28:09.747 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 3 second: 4.8
10:28:09.748 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.8
10:28:09.748 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.8. PT: 3 seconds
10:28:09.748 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
10:28:09.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:10.480 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:10.543 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:10.969 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.312 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.474 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.729 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.731 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.732 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.736 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.762 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.766 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.823 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:11.823 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.032 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.032 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.032 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.119 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.8 | 100
10:28:12.132 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.267 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.607 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:28:12.879 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
