09:42:53.982 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.joda.time.IllegalFieldValueException
09:42:53.984 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.MonthDay.plusMonths(MonthDay:592)
09:42:53.985 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.MonthDay
09:42:53.985 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:42:55.212 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.field.FieldUtils
09:42:55.213 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.field.PreciseDurationDateTimeField
09:42:55.213 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.chrono.BasicMonthOfYearDateTimeField
09:42:55.213 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.MonthDay
09:42:55.213 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.MonthDay
09:42:55.227 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
09:42:57.668 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:42:57.695 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:42:57.702 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:42:57.709 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:42:58.059 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 5.5
09:42:58.474 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 8 fitness evolutions and 0 second: 1.5
09:42:59.335 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
09:42:59.335 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 1 seconds
09:42:59.336 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
09:43:00.168 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
09:43:00.648 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:00.818 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:00.818 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:00.818 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:00.819 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:00.834 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:00.881 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
09:43:01.030 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.031 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.056 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.198 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.199 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.321 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.322 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.340 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.341 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.450 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.453 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.486 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.487 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.487 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.558 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.559 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.560 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.561 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.606 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.607 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.608 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.608 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.609 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.679 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.684 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 200
09:43:01.719 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.753 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.773 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.774 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.780 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.780 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.849 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.872 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:01.873 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.140 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.142 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.154 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.155 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.175 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.180 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.183 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.193 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.194 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.209 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:43:02.209 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
