09:06:56.682 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.QueryParameterException
09:06:56.685 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.createHibernateQuery(HqlQueryExecutor:221)
09:06:56.685 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:06:56.686 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:06:59.673 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:06:59.674 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:06:59.674 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:06:59.674 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:06:59.675 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:06:59.675 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:06:59.675 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:06:59.695 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
09:07:25.895 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:07:25.906 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:07:25.914 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:07:25.921 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:07:26.463 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 7.5
09:07:29.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.190 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.190 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.254 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.286 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.288 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.311 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.340 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.341 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.573 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.660 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.738 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.745 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.746 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.750 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.786 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.902 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.903 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.904 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:29.992 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.236 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.244 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 7.5
09:07:30.244 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 7.5. PT: 4 seconds
09:07:30.244 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
09:07:30.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:30.780 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.780 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:30.801 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:31.258 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:31.259 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:31.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:31.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.003 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:32.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:32.339 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.340 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.340 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:32.346 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.346 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.346 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:32.571 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.572 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.572 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:32.981 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.983 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.984 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:32.986 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.001 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.019 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.019 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.024 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.030 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.032 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.033 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.044 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.064 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.065 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.081 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.081 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.118 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.148 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.148 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.167 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.167 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.186 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.187 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.294 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.295 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.301 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.5 | 100
09:07:33.317 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:33.353 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.353 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.353 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:33.869 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.869 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.995 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.996 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:33.996 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:34.162 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:34.162 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:34.162 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:34.759 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:34.759 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:34.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:35.021 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.022 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.022 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:35.051 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.052 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.052 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:35.581 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.581 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.598 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.599 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.599 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:35.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:35.768 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.769 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.772 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.774 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.778 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.782 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.782 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.793 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.801 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.802 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.803 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.836 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.845 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.845 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.846 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.846 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.852 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.860 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.860 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.860 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.862 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.865 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.866 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.870 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.876 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.876 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.882 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.884 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.884 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.898 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.929 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.929 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.934 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.934 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.971 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.5 | 150
09:07:35.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:35.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:35.993 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:37.248 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:37.248 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:37.249 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:37.940 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:37.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:37.950 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:38.600 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:38.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:38.633 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:38.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:38.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:38.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:38.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:38.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:38.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:38.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:38.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:39.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:39.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:39.212 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:39.213 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:39.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:39.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:39.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
09:07:40.017 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.019 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.022 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.035 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.047 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.050 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.052 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.054 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.054 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.056 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:40.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
