08:16:50.291 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
08:16:50.293 [main] WARN  eu.stamp.botsing.StackTrace - Missing line in frame 7
08:16:50.294 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.NullResultGuardian.handle(NullResultGuardian:29)
08:16:50.294 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.NullResultGuardian
08:16:50.294 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:16:50.745 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
08:16:50.746 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:16:50.747 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
08:16:50.777 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
08:16:51.855 [main] ERROR e.s.b.reproduction.CrashReproduction - Error in target initialization:
08:16:51.867 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:16:51.877 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:16:51.887 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:16:52.152 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
08:16:53.161 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 3.5
08:16:53.162 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 3.5. PT: 1 seconds
08:16:53.162 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:16:53.988 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.5 | 100
08:16:54.005 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 103 fitness evolutions and 2 second: 2.5
08:16:54.439 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.440 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.478 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 150
08:16:54.478 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 2 seconds
08:16:54.498 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.650 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.681 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.746 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.772 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.794 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 200
08:16:54.907 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.959 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.985 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.988 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.991 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:54.999 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:55.007 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:55.007 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:55.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:55.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:55.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:55.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
