08:52:02.509 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.mockito.exceptions.base.MockitoException
08:52:02.512 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.MockHandlerImpl.handle(MockHandlerImpl:93)
08:52:02.512 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.MockHandlerImpl
08:52:02.512 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:52:02.995 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType
08:52:02.996 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType
08:52:02.996 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType
08:52:02.996 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
08:52:02.997 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:52:03.032 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 4.
08:52:04.339 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
08:52:04.349 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:52:04.357 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:52:04.363 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:52:04.617 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 5.75
08:52:05.618 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.75
08:52:05.618 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.75. PT: 1 seconds
08:52:05.619 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:52:05.756 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:05.759 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:05.857 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:05.858 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.023 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.062 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.273 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.275 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.302 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.302 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.302 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.373 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.376 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.376 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.414 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.470 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.471 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.473 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:52:06.535 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.75 | 100
