04:55:30.731 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.officeimporter.OfficeImporterException
04:55:30.746 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.web.Utils.parseTemplate(Utils:180)
04:55:30.747 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.web.Utils
04:55:30.747 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:55:31.996 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 597.
04:56:02.154 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:56:02.164 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:56:02.172 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:56:02.178 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:56:09.381 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 7 second: 5.988636363636363
04:56:09.605 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 6 fitness evolutions and 7 second: 4.5
04:56:10.738 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:10.875 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:10.888 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:10.943 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:11.162 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:11.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:11.171 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:11.240 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:11.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:11.244 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
04:56:11.244 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 9 seconds
04:56:11.244 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:56:11.595 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:11.596 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:12.852 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:12.853 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:14.535 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:14.536 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:14.540 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:14.541 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:14.541 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:56:14.604 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
