14:27:21.139 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.ClassCastException
14:27:21.144 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.objects.classes.BaseClass.fromMap(BaseClass:413)
14:27:21.144 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.objects.classes.BaseClass
14:27:21.144 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
14:27:23.782 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.objects.BaseStringProperty
14:27:23.783 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.objects.classes.PropertyClass
14:27:23.783 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.objects.classes.BaseClass
14:27:23.795 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 566.
14:27:40.093 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
14:27:40.109 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
14:27:40.124 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
14:27:40.141 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
14:27:52.124 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 11 second: 3.5
14:27:53.348 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.391 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.407 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:27:53.463 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.475 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:53.537 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:54.082 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:54.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:54.159 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 3.5
14:27:54.160 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 3.5. PT: 14 seconds
14:27:54.160 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
14:27:54.297 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:54.298 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:57.912 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:57.912 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:58.357 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:58.357 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:59.944 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:27:59.944 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:00.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:00.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.393 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.396 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:01.404 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.407 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.430 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.436 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.462 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.463 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.463 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.464 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:01.472 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.472 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.473 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:01.473 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:01.477 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.542 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.542 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.543 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.543 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.548 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.548 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.549 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.549 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.549 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:01.648 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:01.651 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.5 | 100
14:28:02.254 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:02.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:02.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:02.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:02.918 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:03.394 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:03.394 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:04.282 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:04.283 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:04.317 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:04.317 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:08.462 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:08.462 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:08.462 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:08.870 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:08.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:08.914 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:08.914 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.911 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.914 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.914 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.921 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.940 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.947 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:09.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:09.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.949 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.949 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:09.951 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.961 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.961 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.965 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.966 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.966 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.966 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.967 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.970 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.970 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.971 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.971 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.972 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:09.973 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:09.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:09.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:09.976 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.001 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.001 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.003 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.007 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.007 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.021 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.021 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:10.022 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.086 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:10.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:10.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:10.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:10.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:10.090 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.5 | 150
14:28:12.342 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:12.342 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:12.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:12.743 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:13.115 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:13.115 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:13.121 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:13.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:13.404 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:13.404 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:14.068 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:14.068 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:15.057 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:15.057 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:16.093 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:16.093 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:16.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:16.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:16.555 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:16.555 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:17.771 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:17.772 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:18.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:18.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:18.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:18.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:18.888 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:18.889 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:19.391 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
14:28:19.635 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:19.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:19.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:20.017 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:20.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:20.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.140 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.141 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.677 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.783 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:21.783 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:22.397 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:22.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
14:28:22.430 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:22.430 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:22.442 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:22.442 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:22.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:22.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
14:28:23.125 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
