16:17:53.863 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:17:53.865 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:17:53.865 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:53.866 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:17:55.215 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:17:55.216 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:55.224 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:18:17.508 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:18:17.518 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:18:17.524 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:18:17.530 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:18:22.987 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 5 second: 2.9583333333333335
16:18:23.003 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 5 second: 2.5
16:18:23.533 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.534 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.534 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.535 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.611 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.612 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.612 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.612 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.627 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.628 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.633 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.639 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.643 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.669 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.738 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.752 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.752 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.798 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:18:23.799 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 6 seconds
16:18:23.799 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
16:18:23.833 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.833 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.895 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.896 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.990 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:23.991 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.007 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.007 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.014 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.014 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.351 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.351 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:18:24.385 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
