15:39:21.760 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.NullPointerException
15:39:21.763 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.extension.job.internal.InstallJob.runInternal(InstallJob:150)
15:39:21.763 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.extension.job.internal.InstallJob
15:39:21.763 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
15:39:23.056 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
15:39:34.665 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
15:39:34.674 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
15:39:34.682 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
15:39:34.689 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
15:39:35.975 [main] ERROR e.s.b.f.t.f.StackTraceChromosomeFactory - Guided initialization failed. Please revise the target class and method!
15:39:35.975 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating the initial population. cause: Guided initialization failed. Please revise the target class and method!
15:39:36.453 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 5.25
15:39:41.835 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.25
15:39:41.836 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.25. PT: 7 seconds
15:39:41.836 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
15:39:52.359 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.192 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.214 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.236 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.269 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.291 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.620 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:58.655 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.25 | 100
15:39:59.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:59.157 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:59.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:59.493 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:39:59.983 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.25 | 150
15:40:00.071 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.212 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.232 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.266 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.275 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.284 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.320 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.516 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.517 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.517 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.517 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.529 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
15:40:00.619 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.25 | 200
