05:47:45.066 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.exception.TooManyEvaluationsException
05:47:45.069 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver.solve(BaseAbstractUnivariateRealSolver:190)
05:47:45.069 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver
05:47:45.069 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
05:47:45.879 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver
05:47:45.880 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver
05:47:45.881 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseSecantSolver
05:47:45.883 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver
05:47:45.966 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
05:47:47.818 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
05:47:47.827 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
05:47:47.847 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
05:47:47.855 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
05:47:48.301 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 4.5
05:47:48.724 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
05:47:48.725 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 0 seconds
05:47:48.726 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
05:47:53.880 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:53.923 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:53.927 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:53.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:53.986 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.196 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.211 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.358 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.435 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
05:47:54.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.532 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.561 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.563 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.572 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.624 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.624 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.624 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.624 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.655 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.681 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
05:47:54.721 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.722 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.775 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.775 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.805 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.829 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.830 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:47:54.830 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
