04:46:36.145 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:46:36.147 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.distribution.NormalDistributionImpl.cumulativeProbability(NormalDistributionImpl:109)
04:46:36.147 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.distribution.NormalDistributionImpl
04:46:36.148 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:46:36.862 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:46:36.864 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:46:36.864 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.distribution.NormalDistributionImpl
04:46:36.891 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:46:37.843 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:46:37.854 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:46:37.865 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:46:37.874 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:46:38.098 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
04:46:38.118 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 0 second: 1.5
04:46:40.988 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:40.990 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.066 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.073 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.076 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.077 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.086 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.094 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.115 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.170 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.198 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.207 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.212 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.228 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.231 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.231 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.231 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.232 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:41.257 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
04:46:41.257 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 3 seconds
04:46:41.258 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:46:42.956 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:42.959 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:43.214 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:43.215 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:43.911 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:44.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:44.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:44.465 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:45.409 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:45.410 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:45.679 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.145 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.149 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.182 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.183 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.195 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.207 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.208 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.235 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.239 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.260 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.345 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.358 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.359 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.360 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.362 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.362 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.371 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.392 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.453 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.461 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.461 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.464 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.464 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.464 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.465 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.468 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.470 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.542 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.547 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.551 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.552 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.552 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.555 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.556 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.561 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.562 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.577 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.578 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.579 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.581 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.592 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
04:46:46.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.636 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.637 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.644 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.647 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:46.657 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:47.164 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:47.164 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:48.811 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:48.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:49.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:49.681 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:46:49.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
