09:07:49.898 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.QueryParameterException
09:07:49.902 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.populateParameters(HqlQueryExecutor:384)
09:07:49.902 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:07:49.902 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:07:52.160 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:07:52.161 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:07:52.161 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:07:52.161 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:07:52.161 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:07:52.162 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:07:52.179 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
09:08:13.892 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:08:13.901 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:08:13.908 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:08:13.916 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:08:14.660 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 6.6
09:08:16.783 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:08:16.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:08:16.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:08:16.785 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:08:16.786 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:08:16.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:08:16.951 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
