07:55:59.788 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.mockito.exceptions.base.MockitoException
07:55:59.791 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.creation.MethodInterceptorFilter.intercept(MethodInterceptorFilter:61)
07:55:59.792 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.creation.MethodInterceptorFilter
07:55:59.792 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
07:56:01.077 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.exceptions.Reporter
07:56:01.078 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.MockCreationValidator
07:56:01.078 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.MockSettingsImpl
07:56:01.079 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.MockSettingsImpl
07:56:01.079 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.MockitoCore
07:56:01.079 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
07:56:01.079 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
07:56:01.080 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
07:56:01.080 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
07:56:01.080 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
07:56:01.080 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.InvocationNotifierHandler
07:56:01.081 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.MethodInterceptorFilter
07:56:01.091 [main] WARN  e.s.b.c.g.c.BotsingRawControlFlowGraph - method serializableWontWorkForObjectsThatDontImplementSerializable(Ljava/lang/Class;)V does not have any exit point
07:56:01.140 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
07:56:02.267 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
07:56:02.286 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
07:56:02.295 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
07:56:02.306 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
07:56:03.422 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 12.75
07:56:03.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.655 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.674 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.674 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.725 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.930 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.931 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.932 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.932 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.934 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.934 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.969 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.970 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:03.971 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.015 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.015 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.016 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.138 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 12.75
07:56:04.139 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 12.75. PT: 1 seconds
07:56:04.139 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
07:56:04.254 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:56:04.254 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
