11:03:13.771 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
11:03:13.775 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.Period.withYears(Period:896)
11:03:13.775 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.Period
11:03:13.775 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
11:03:15.388 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.PeriodType
11:03:15.389 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Period
11:03:15.397 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
11:03:17.390 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
11:03:17.398 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
11:03:17.406 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
11:03:17.413 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
11:03:17.937 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
11:03:18.408 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 1 second: 1.5
11:03:19.384 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:19.443 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:19.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:19.560 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:19.673 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
11:03:19.674 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 2 seconds
11:03:19.674 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
11:03:20.354 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.358 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.360 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.363 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.368 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.372 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.375 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.386 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.398 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.442 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.472 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
11:03:20.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.803 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.850 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.851 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.851 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.860 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:20.876 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.017 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.018 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.018 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.021 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.029 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.063 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
11:03:21.219 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.239 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.240 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.372 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.372 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:21.379 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
