09:28:28.738 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.Exception
09:28:28.742 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore.getXWikiContext(XWikiHibernateBaseStore:1498)
09:28:28.742 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.XWikiHibernateBaseStore
09:28:28.743 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:28:32.736 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 583.
09:28:51.436 [main] INFO  org.hibernate.cfg.Environment - Hibernate 3.6.9.Final
09:28:51.440 [main] INFO  org.hibernate.cfg.Environment - hibernate.properties not found
09:28:51.462 [main] INFO  org.hibernate.cfg.Environment - Bytecode provider name : javassist
09:28:51.465 [main] INFO  org.hibernate.cfg.Environment - using JDK 1.4 java.sql.Timestamp handling
09:29:13.739 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:29:13.751 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:29:13.763 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:29:13.769 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:29:15.435 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 5.8125
09:29:15.985 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 2 second: 5.142857142857142
09:29:17.596 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.142857142857142
09:29:17.597 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.142857142857142. PT: 3 seconds
09:29:17.597 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
09:29:20.216 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.142857142857142 | 100
09:29:23.385 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.142857142857142 | 150
09:29:25.495 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.142857142857142 | 200
09:29:28.761 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.142857142857142 | 250
09:29:35.640 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.142857142857142 | 300
