04:18:59.438 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.StringIndexOutOfBoundsException
04:18:59.441 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.lang3.math.NumberUtilsTest.checkCreateNumber(NumberUtilsTest:1146)
04:18:59.441 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.lang3.math.NumberUtilsTest
04:18:59.442 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:19:02.219 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.lang3.math.NumberUtils
04:19:02.222 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.lang3.math.NumberUtilsTest
04:19:02.222 [main] WARN  e.s.botsing.graphs.cfg.CFGGenerator - Could not find the cfg of class org.apache.commons.lang3.math.NumberUtilsTest, method checkCreateNumber, and line number 1146.
04:19:02.223 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - could not find any candidate.
04:19:02.223 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Probably, Frame level 2 is an irrelevant frame. We do not count it in the InterProcedural graph
04:19:02.250 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
04:19:03.305 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:19:03.315 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
