16:16:01.668 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:16:01.671 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:16:01.671 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:16:01.671 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:16:03.445 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:16:03.445 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:16:03.453 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:16:28.873 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:16:28.882 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:16:28.888 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:16:28.894 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:16:29.211 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
16:16:35.041 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.069 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.121 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.138 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.149 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.156 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.164 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.212 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.217 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.217 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.230 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.230 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.230 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.240 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.240 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:35.241 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
