08:16:59.493 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
08:16:59.496 [main] WARN  eu.stamp.botsing.StackTrace - Missing line in frame 7
08:16:59.497 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.NullResultGuardian.handle(NullResultGuardian:29)
08:16:59.497 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.NullResultGuardian
08:16:59.497 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:16:59.964 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
08:16:59.965 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:16:59.966 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
08:16:59.995 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
08:17:00.991 [main] ERROR e.s.b.reproduction.CrashReproduction - Error in target initialization:
08:17:01.001 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:17:01.008 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:17:01.015 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:17:01.256 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
08:17:02.194 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 3.5
08:17:02.194 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 3.5. PT: 1 seconds
08:17:02.194 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:17:02.362 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 61 fitness evolutions and 1 second: 2.5
08:17:02.725 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:17:02.779 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:17:02.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:17:02.985 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 100
08:17:02.985 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 1 seconds
08:17:03.246 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:17:03.268 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:17:03.299 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:17:03.299 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:17:03.335 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
