04:44:05.635 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
04:44:05.643 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep.execute(ProvisionWikiStep:78)
04:44:05.643 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep
04:44:05.643 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:44:08.827 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:44:08.834 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:44:08.839 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:44:08.842 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:44:08.843 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:44:08.844 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:44:08.849 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallPlanJob
04:44:08.850 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:44:08.851 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:44:08.852 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallJob
04:44:08.854 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:44:08.855 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:44:08.857 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.ExtensionInstaller
04:44:08.860 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep
04:44:09.237 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
04:44:21.104 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:44:21.114 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:44:21.121 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:44:21.129 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:44:21.363 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 14.666666666666666
04:44:21.975 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:21.999 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.058 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.058 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.060 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.063 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.064 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.104 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.113 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.120 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.137 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.250 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.250 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.251 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.269 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.291 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.302 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.307 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.328 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.378 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.396 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.403 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.428 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.435 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.457 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.491 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:44:22.491 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
