09:07:18.070 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.QueryParameterException
09:07:18.073 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.createHibernateQuery(HqlQueryExecutor:221)
09:07:18.073 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:07:18.073 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:07:20.066 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:07:20.067 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.engine.query.ParameterMetadata
09:07:20.068 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:07:20.068 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.hibernate.impl.AbstractQueryImpl
09:07:20.068 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:07:20.068 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:07:20.069 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
09:07:20.086 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
09:07:39.080 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:07:39.089 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:07:39.096 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:07:39.105 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:07:40.360 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 7.5
09:07:42.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.453 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.573 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.573 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.574 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.593 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.614 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.650 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.650 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.650 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.659 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.659 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.663 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.682 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:07:42.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
