04:48:21.334 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:48:21.337 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.distribution.NormalDistributionImpl.cumulativeProbability(NormalDistributionImpl:109)
04:48:21.337 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.distribution.NormalDistributionImpl
04:48:21.337 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:48:21.864 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:48:21.866 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:48:21.867 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.distribution.NormalDistributionImpl
04:48:21.890 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:48:22.654 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:48:22.663 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:48:22.670 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:48:22.677 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:48:22.826 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
04:48:23.281 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 0 second: 1.5
04:48:24.988 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.019 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.031 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.054 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.056 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.065 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.067 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.068 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.068 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.073 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.093 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.104 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.112 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.116 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.117 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.155 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.163 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.167 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:25.168 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
