09:17:21.014 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.mockito.exceptions.base.MockitoException
09:17:21.017 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.creation.cglib.MethodInterceptorFilter.intercept(MethodInterceptorFilter:59)
09:17:21.017 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.creation.cglib.MethodInterceptorFilter
09:17:21.017 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
09:17:22.156 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.exceptions.Reporter
09:17:22.157 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationImpl
09:17:22.158 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.answers.CallsRealMethods
09:17:22.158 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
09:17:22.158 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
09:17:22.159 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.InvocationNotifierHandler
09:17:22.159 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.cglib.MethodInterceptorFilter
09:17:22.168 [main] WARN  e.s.b.c.g.c.BotsingRawControlFlowGraph - method cannotCallAbstractRealMethod()V does not have any exit point
09:17:22.192 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 4.
09:17:23.259 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
09:17:23.268 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
09:17:23.276 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
09:17:23.283 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
09:17:24.525 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 7.75
09:17:25.012 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 7.75
09:17:25.012 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 7.75. PT: 1 seconds
09:17:25.013 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
09:17:25.955 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.75 | 100
09:17:26.116 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.118 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.410 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.415 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.477 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.492 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:26.526 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.75 | 150
09:17:27.050 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:27.052 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:27.182 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:27.359 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:27.434 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.75 | 200
09:17:27.467 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:27.468 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
09:17:27.506 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
