04:16:30.546 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
04:16:30.549 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep.execute(ProvisionWikiStep:78)
04:16:30.549 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep
04:16:30.549 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:16:33.558 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:33.563 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:33.567 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:33.568 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:33.568 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:33.569 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:33.570 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallPlanJob
04:16:33.570 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:16:33.570 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:16:33.571 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.InstallJob
04:16:33.572 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:16:33.572 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.job.AbstractJob
04:16:33.573 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.ExtensionInstaller
04:16:33.574 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.platform.wiki.creationjob.internal.steps.ProvisionWikiStep
04:16:33.859 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
04:16:46.440 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:16:46.452 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:16:46.460 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:16:46.468 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:16:46.790 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 14.666666666666666
04:16:47.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.415 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.415 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.458 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.486 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.487 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.516 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.517 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.517 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.544 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.545 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.555 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.679 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.687 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.691 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:16:47.691 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
