11:01:03.370 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
11:01:03.372 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.Period.withYears(Period:896)
11:01:03.372 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.Period
11:01:03.372 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
11:01:04.707 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.PeriodType
11:01:04.708 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Period
11:01:04.716 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
11:01:06.126 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
11:01:06.134 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
11:01:06.141 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
11:01:06.147 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
11:01:06.380 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
11:01:06.607 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 0 second: 1.5
11:01:07.014 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.014 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.016 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.031 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.064 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.069 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.152 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.188 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
11:01:07.188 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 1 seconds
11:01:07.188 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
11:01:07.338 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.339 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:01:07.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
