16:15:56.323 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:15:56.326 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:15:56.326 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:15:56.327 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:15:57.679 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:15:57.680 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:15:57.688 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:16:19.389 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:16:19.414 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:16:19.420 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:16:19.425 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:16:20.549 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 2.5
16:16:26.301 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:26.307 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:26.310 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:26.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:26.348 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:26.348 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:26.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:26.391 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
