07:49:08.471 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.rendering.macro.MacroExecutionException
07:49:08.477 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.web.XWikiAction.execute(XWikiAction:193)
07:49:08.477 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.web.XWikiAction
07:49:08.477 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
07:49:15.272 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 588.
07:49:47.267 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
07:49:47.278 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
07:49:47.287 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
07:49:47.293 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
07:49:48.292 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 4.5
07:49:50.635 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:50.636 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:50.636 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:51.296 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:51.406 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
07:49:51.406 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 4 seconds
07:49:51.407 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
07:49:55.757 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:55.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.344 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.345 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.937 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.937 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.940 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.940 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.941 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.952 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.964 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:57.989 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:58.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:58.141 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
07:49:58.234 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:58.234 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:58.385 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:58.385 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.741 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.743 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.770 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.770 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.770 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.785 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.787 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.991 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.991 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:49:59.992 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:00.068 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
07:50:00.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:00.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:00.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:00.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:01.903 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:01.904 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:01.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:01.950 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:01.954 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:50:01.955 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
