11:02:18.905 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
11:02:18.908 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.Period.withYears(Period:896)
11:02:18.908 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.Period
11:02:18.908 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
11:02:20.405 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.PeriodType
11:02:20.406 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Period
11:02:20.416 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
11:02:21.975 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
11:02:21.982 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
11:02:21.989 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
11:02:21.995 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
11:02:22.270 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.5
11:02:22.993 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:22.998 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.004 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.057 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
11:02:23.057 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 1 seconds
11:02:23.057 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
11:02:23.148 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.149 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.338 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.338 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.495 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.496 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.497 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.554 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.574 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.576 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.620 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.620 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.621 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.635 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
11:02:23.687 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.697 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.779 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.838 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.858 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.915 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.930 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.931 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:02:23.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
