16:17:15.952 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:17:15.955 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:17:15.955 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:15.955 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:17:17.601 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:17:17.602 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:17:17.610 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:17:40.864 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:17:40.873 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:17:40.880 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:17:40.886 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:17:42.408 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 2.5
16:17:48.075 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.076 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.077 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.081 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.093 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.116 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.168 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.224 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.263 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.263 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.263 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.263 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.264 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:17:48.302 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:17:48.302 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 7 seconds
