07:27:17.769 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.mockito.exceptions.base.MockitoException
07:27:17.773 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.MockHandlerImpl.handle(MockHandlerImpl:93)
07:27:17.773 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.MockHandlerImpl
07:27:17.773 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
07:27:18.910 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.exceptions.Reporter
07:27:18.912 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.MockCreationValidator
07:27:18.912 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.MockSettingsImpl
07:27:18.912 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.MockSettingsImpl
07:27:18.912 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.MockitoCore
07:27:18.913 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
07:27:18.913 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
07:27:18.913 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
07:27:18.913 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
07:27:18.921 [main] WARN  e.s.b.c.g.c.BotsingRawControlFlowGraph - method serializableWontWorkForObjectsThatDontImplementSerializable(Ljava/lang/Class;)V does not have any exit point
07:27:18.966 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
07:27:20.012 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
07:27:20.021 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
07:27:20.028 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
07:27:20.035 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
07:27:20.465 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 9.75
07:27:21.474 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 9.75
07:27:21.475 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 9.75. PT: 1 seconds
07:27:21.475 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
07:27:22.121 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 9.75 | 100
07:27:22.549 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 9.75 | 150
07:27:22.945 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 9.75 | 200
07:27:23.055 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.056 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.233 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.268 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 9.75 | 250
07:27:23.294 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.295 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.333 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.334 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.427 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.431 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:27:23.432 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
