08:42:07.931 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.mockito.exceptions.base.MockitoException
08:42:07.934 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.creation.cglib.MethodInterceptorFilter.intercept(MethodInterceptorFilter:59)
08:42:07.934 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.creation.cglib.MethodInterceptorFilter
08:42:07.934 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:42:08.648 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType
08:42:08.649 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType
08:42:08.650 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.util.reflection.GenericMetadataSupport$TypeVariableReturnType
08:42:08.650 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs
08:42:08.650 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:42:08.651 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
08:42:08.651 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.InvocationNotifierHandler
08:42:08.652 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.creation.cglib.MethodInterceptorFilter
08:42:08.708 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 4.
08:42:09.915 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
08:42:09.925 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:42:09.931 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:42:09.938 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:42:11.012 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 8.75
08:42:11.634 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 8.75
08:42:11.635 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 8.75. PT: 1 seconds
08:42:11.635 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:42:11.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:11.873 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.428 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.431 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.432 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.432 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.436 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.731 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.75 | 100
08:42:12.744 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.765 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.824 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:12.824 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.040 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.041 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.041 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.044 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.046 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.048 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.052 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.054 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.064 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.064 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.134 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.270 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.270 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.270 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.381 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.75 | 150
08:42:13.396 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.397 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.523 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.524 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.538 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.538 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.547 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.547 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.571 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.571 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.704 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.706 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.707 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.707 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.713 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.714 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.726 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.730 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.730 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.737 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.738 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.746 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.757 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.758 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.758 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.830 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.830 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.830 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.831 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.840 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.841 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.849 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.884 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.75 | 200
08:42:13.893 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.894 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.905 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.906 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.914 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.914 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.924 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.926 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.935 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.935 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.961 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.961 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.969 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.969 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:13.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.060 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.060 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.075 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.086 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.089 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.092 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.094 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.107 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.109 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.116 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.118 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.129 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.140 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.144 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.147 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.171 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.176 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.212 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.75 | 250
08:42:14.224 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.233 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.234 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.238 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.238 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.266 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.266 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.271 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.271 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.277 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.277 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.293 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.298 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.298 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.300 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.300 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.442 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.443 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.483 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.483 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.492 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.492 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.496 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.496 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.497 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.498 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.500 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.503 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.505 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.506 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.518 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.520 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.524 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.525 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.528 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.530 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.532 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.533 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.533 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.533 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.533 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.534 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.535 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.535 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.536 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.537 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.540 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.541 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.543 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.556 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.556 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.560 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.565 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.574 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.574 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.574 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.575 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.668 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.75 | 300
08:42:14.698 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:42:14.746 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
