04:49:35.025 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.officeimporter.OfficeImporterException
04:49:35.038 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.display.internal.DocumentContentDisplayer.display(DocumentContentDisplayer:126)
04:49:35.039 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.display.internal.DocumentContentDisplayer
04:49:35.039 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:49:36.208 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 597.
04:50:01.141 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:50:01.151 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:50:01.157 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:50:01.163 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:50:02.902 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 4.5
04:50:03.468 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.469 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
04:50:03.469 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.534 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.535 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.535 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
04:50:03.544 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.557 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.579 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
04:50:03.591 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
04:50:03.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.610 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.615 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.669 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
04:50:03.672 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.672 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.697 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.699 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
04:50:03.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.745 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:50:03.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
