08:26:14.059 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.rendering.macro.MacroExecutionException
08:26:14.064 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.display.internal.DocumentContentDisplayer.display(DocumentContentDisplayer:131)
08:26:14.064 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.display.internal.DocumentContentDisplayer
08:26:14.065 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:26:15.159 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 588.
08:26:39.479 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
08:26:39.490 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:26:39.499 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:26:39.506 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:26:41.861 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 2 second: 4.5
08:26:42.184 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.184 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.184 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.200 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.200 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.215 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.215 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.231 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.252 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.252 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.271 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.280 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.280 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.280 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.280 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.290 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.315 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.319 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.319 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.319 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.320 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.392 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.392 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.392 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
08:26:42.392 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.393 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
08:26:42.405 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.408 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.408 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.408 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.408 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
08:26:42.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.455 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
08:26:42.461 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.481 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.662 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.663 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:42.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
08:26:42.665 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
08:26:42.691 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
08:26:42.691 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 3 seconds
08:26:42.691 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:26:43.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:43.002 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:43.086 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:43.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:43.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C1*
08:26:43.311 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:26:43.311 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
