16:14:52.622 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:14:52.625 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:14:52.625 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:14:52.625 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:14:54.228 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:14:54.229 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:14:54.238 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:15:18.874 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:15:18.885 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:15:18.892 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:15:18.898 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:15:19.330 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
16:15:24.787 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.789 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.789 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.790 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.900 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.945 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.945 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.945 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.963 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.964 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.983 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:24.984 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:25.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:25.011 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:25.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:25.098 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:25.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:25.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:25.159 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:15:25.159 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 6 seconds
16:15:25.159 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
16:15:26.322 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.324 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.440 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.441 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.450 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.451 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.483 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.540 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.540 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.577 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.577 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.595 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.596 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:26.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
