16:11:56.539 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.hibernate.PropertyAccessException
16:11:56.545 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.extension.job.internal.AbstractExtensionJob.applyAction(AbstractExtensionJob:209)
16:11:56.545 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.extension.job.internal.AbstractExtensionJob
16:11:56.545 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:11:57.859 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 568.
16:12:13.400 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:12:13.412 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:12:13.436 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:12:13.443 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:12:37.378 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 23 second: 5.986238532110091
16:12:38.176 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.986238532110091
16:12:38.177 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.986238532110091. PT: 24 seconds
16:12:38.177 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
16:12:38.664 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 53 fitness evolutions and 25 second: 5.0
16:12:44.914 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.0 | 100
16:12:44.914 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.0. PT: 31 seconds
16:12:46.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:12:46.837 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 5.0 | 150
16:12:52.604 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:12:52.606 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:12:52.617 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:12:52.646 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
