07:04:58.547 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.ConvergenceException
07:04:58.550 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.distribution.AbstractContinuousDistribution.inverseCumulativeProbability(AbstractContinuousDistribution:85)
07:04:58.550 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.distribution.AbstractContinuousDistribution
07:04:58.550 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
07:04:58.951 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils
07:04:58.953 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils
07:04:58.953 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.distribution.AbstractContinuousDistribution
07:04:59.026 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
07:04:59.971 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
07:04:59.978 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
07:04:59.985 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
07:05:00.004 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
07:05:00.170 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.6666666666666665
07:05:00.633 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 3.6666666666666665
07:05:00.634 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 3.6666666666666665. PT: 0 seconds
07:05:00.634 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
07:05:00.701 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:00.702 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:00.875 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:00.876 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:00.876 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:00.877 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:00.877 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.125 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.219 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.6666666666666665 | 100
07:05:01.226 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.226 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.366 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.366 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.366 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.374 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.375 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.379 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.426 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.426 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.443 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.6666666666666665 | 150
07:05:01.543 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.557 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.624 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.626 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.6666666666666665 | 200
07:05:01.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.645 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.681 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.683 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.696 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.696 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.704 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.755 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.768 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.768 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.792 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.792 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.792 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.803 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.806 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.810 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.816 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:05:01.818 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
