04:47:42.009 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:47:42.011 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:47:42.012 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:47:42.012 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:47:42.497 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:47:42.498 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:47:42.514 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:47:43.276 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:47:43.284 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:47:43.293 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:47:43.300 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:47:43.456 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
04:47:43.874 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 0 second: 1.5
04:47:48.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.810 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.824 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.825 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.832 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.849 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.852 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.854 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.860 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.863 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.869 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.897 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.898 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.912 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.913 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:48.932 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.120 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.163 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.166 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.167 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.168 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:49.225 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
04:47:49.226 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 5 seconds
04:47:49.226 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:47:50.042 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:50.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:50.505 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:50.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:51.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:51.182 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:51.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:51.675 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:52.024 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:52.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:52.533 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:52.535 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:53.134 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:53.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:53.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:53.391 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:54.210 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:54.215 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:54.910 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:54.911 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:55.529 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:55.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.102 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.104 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.113 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.114 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.117 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.121 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.123 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.132 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.155 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.156 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.160 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.172 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.175 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.184 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.186 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.187 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.193 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.194 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.195 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.196 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.199 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.200 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.201 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.201 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.207 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.231 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.246 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.248 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.260 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.260 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.275 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.293 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.309 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.310 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.310 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.310 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.316 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
04:47:56.588 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:56.589 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:57.118 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:57.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:58.137 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:58.138 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:58.380 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:58.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:59.004 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:59.005 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:59.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:59.287 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:47:59.796 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:00.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:00.079 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:01.192 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
