11:46:01.237 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.StringIndexOutOfBoundsException
11:46:01.242 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.createHibernateQuery(HqlQueryExecutor:230)
11:46:01.243 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
11:46:01.243 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
11:46:03.874 [main] WARN  e.s.botsing.graphs.cfg.CFGGenerator - The generated control flow graphs for class class java.lang.String was empty.
11:46:03.877 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing java.lang.String
11:46:03.877 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - [frame 1]Cannot load class java.lang.String. We do not count it in the InterProcedural graph
11:46:03.877 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.query.internal.AbstractQueryFilter
11:46:03.877 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.query.internal.CountDocumentFilter
11:46:03.878 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.query.internal.CountDocumentFilter
11:46:03.878 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
11:46:03.947 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 560.
11:46:32.636 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
11:46:32.649 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
11:46:32.656 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
11:46:32.663 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
11:46:33.751 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 5.75
11:46:34.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.751 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.751 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.806 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.872 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.948 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.968 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:34.995 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.082 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.110 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.282 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.283 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.283 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.283 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.290 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.290 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.291 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.305 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.317 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.333 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.333 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.363 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.364 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.364 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.364 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:35.461 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.75
11:46:35.461 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.75. PT: 2 seconds
11:46:35.461 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
11:46:36.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:36.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:40.278 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:40.280 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:40.387 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:40.387 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:40.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:42.662 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:42.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:44.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.099 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.152 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.154 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.233 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.234 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.247 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.248 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.451 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.452 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.484 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.485 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.485 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.486 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.512 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.555 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.632 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:46:48.633 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
