06:32:59.834 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.ConvergenceException
06:32:59.837 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.util.ContinuedFraction.evaluate(ContinuedFraction:186)
06:32:59.837 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.util.ContinuedFraction
06:32:59.837 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
06:33:00.392 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.util.ContinuedFraction
06:33:00.459 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
06:33:04.241 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
06:33:04.248 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
06:33:04.256 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
06:33:04.263 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
06:33:04.436 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.9791666666666665
06:33:04.688 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.9791666666666665
06:33:04.688 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.9791666666666665. PT: 0 seconds
06:33:04.688 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
06:33:05.496 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 100
06:33:06.174 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 150
06:33:06.646 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 200
06:33:06.957 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 250
06:33:07.676 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 300
06:33:08.443 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 350
06:33:09.234 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 400
06:33:09.622 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 450
06:33:10.163 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 500
06:33:10.862 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 550
06:33:11.362 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 600
06:33:11.833 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 650
06:33:12.344 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 700
06:33:12.710 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 750
06:33:13.157 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 800
06:33:13.781 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 850
06:33:14.579 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 900
06:33:15.774 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 950
06:33:17.256 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1000
06:33:17.680 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1050
06:33:18.055 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1100
06:33:18.477 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1150
06:33:19.291 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1200
06:33:19.699 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1250
06:33:20.336 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1300
06:33:20.699 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1350
06:33:20.980 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1400
06:33:21.234 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1450
06:33:21.636 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1500
06:33:22.178 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1550
06:33:22.593 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1600
06:33:23.007 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.9791666666666665 | 1650
