06:49:44.672 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.officeimporter.OfficeImporterException
06:49:44.679 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.web.Utils.parseTemplate(Utils:180)
06:49:44.680 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.web.Utils
06:49:44.680 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
06:49:45.875 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 597.
06:50:16.581 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
06:50:16.590 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
06:50:16.598 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
06:50:16.604 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
06:50:22.386 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 5 second: 5.988636363636363
06:50:22.914 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 6 second: 4.5
06:50:23.274 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.298 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.419 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.429 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.433 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.505 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.515 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.515 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.516 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.516 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:23.542 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
06:50:23.542 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 6 seconds
06:50:23.543 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
06:50:27.674 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.674 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.724 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.730 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.735 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.745 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.867 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.888 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:27.946 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
06:50:28.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:28.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:28.200 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.432 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.434 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.440 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.445 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.460 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.505 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.506 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.506 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.506 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:29.527 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
06:50:31.003 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.003 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.005 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.007 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.061 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.146 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.147 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.165 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:31.194 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 200
06:50:32.850 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.979 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.982 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.983 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.985 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.989 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:32.990 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.009 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.010 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.011 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.012 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.016 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.016 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.016 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.017 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.021 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.036 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
06:50:33.055 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
