04:16:52.256 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
04:16:52.259 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.extension.job.internal.AbstractInstallPlanJob.installExtension(AbstractInstallPlanJob:705)
04:16:52.259 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:52.260 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:16:55.109 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:55.115 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:55.120 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:55.122 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.extension.job.internal.AbstractInstallPlanJob
04:16:55.216 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
04:17:06.720 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:17:06.743 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:17:06.820 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:17:06.839 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:17:53.151 [main] ERROR e.s.b.f.t.f.StackTraceChromosomeFactory - Guided initialization failed. Please revise the target class and method!
04:17:53.152 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating the initial population. cause: Guided initialization failed. Please revise the target class and method!
04:17:53.177 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 46 second: 4.8
04:17:53.363 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.8
04:17:53.363 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.8. PT: 46 seconds
04:17:53.364 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:17:57.490 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:17:57.492 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:17:58.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:17:58.943 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:17:58.985 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:17:59.117 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:17:59.228 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.8 | 100
04:18:00.341 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:00.343 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.380 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.383 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.516 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.518 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.755 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.777 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.901 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.901 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:18:01.902 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
