05:21:46.510 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.officeimporter.OfficeImporterException
05:21:46.519 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.web.Utils.parseTemplate(Utils:180)
05:21:46.519 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.web.Utils
05:21:46.520 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
05:21:48.135 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 597.
05:22:19.462 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
05:22:19.476 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
05:22:19.486 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
05:22:19.494 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
05:22:24.704 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 5 second: 5.988636363636363
05:22:24.747 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 2 fitness evolutions and 5 second: 4.5
05:22:25.884 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:25.919 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.077 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.092 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.125 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
05:22:26.126 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 6 seconds
05:22:26.126 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
05:22:26.271 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.271 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.521 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.522 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:26.646 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.141 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.141 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.149 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.156 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.174 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.195 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.267 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:22:27.284 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
