04:34:03.429 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.component.namespace.NamespaceNotAllowedException
04:34:03.433 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.extension.job.internal.InstallJob.runInternal(InstallJob:112)
04:34:03.433 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.extension.job.internal.InstallJob
04:34:03.433 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:34:04.460 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 553.
04:34:17.657 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:34:17.671 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:34:17.688 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:34:17.695 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:34:19.877 [main] ERROR e.s.b.f.t.f.StackTraceChromosomeFactory - Guided initialization failed. Please revise the target class and method!
04:34:19.878 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating the initial population. cause: Guided initialization failed. Please revise the target class and method!
04:34:20.199 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 2 second: 4.5
04:34:25.633 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.634 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.634 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.679 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.790 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.799 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.799 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.882 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:25.882 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.005 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.045 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.071 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.092 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.150 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 4.5
04:34:26.151 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 8 seconds
04:34:26.151 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:34:26.202 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.242 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.242 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.522 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.522 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.536 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.536 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.546 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.547 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.777 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:26.777 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:31.810 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:31.875 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:31.875 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:31.889 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:31.890 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.925 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.928 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.971 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.972 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.980 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:34:36.980 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
