16:15:03.203 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:15:03.206 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:15:03.206 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:15:03.206 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:15:04.718 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:15:04.719 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:15:04.739 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:15:26.288 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:15:26.296 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:15:26.303 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:15:26.309 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:15:26.737 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
16:15:32.394 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.395 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.395 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.395 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.408 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.409 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.409 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.458 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.458 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.458 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.470 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.471 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.471 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.481 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.489 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.490 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.490 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.496 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.496 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.503 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.510 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.513 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.516 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.518 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.518 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.525 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.528 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.553 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.591 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:15:32.591 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 6 seconds
16:15:32.592 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
16:15:32.601 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.602 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.622 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.622 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.656 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.656 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.748 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.788 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.788 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.821 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.881 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.895 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.909 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.909 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.976 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.977 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.980 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:32.980 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.041 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.042 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.070 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.071 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.086 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.087 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.092 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.098 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.111 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.115 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.117 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.121 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:15:33.121 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
