04:49:03.961 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:49:03.963 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:49:03.964 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:49:03.964 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:49:04.412 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:49:04.413 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:49:04.431 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:49:05.122 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:49:05.130 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:49:05.137 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:49:05.142 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:49:05.680 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.5
04:49:08.994 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.005 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.023 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.030 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.056 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.060 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.060 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.061 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.066 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.071 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.074 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.077 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.082 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.102 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.104 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.107 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.109 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.122 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.125 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.151 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.153 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.154 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.155 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.184 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.205 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:49:09.210 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
