10:11:25.766 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.ArrayIndexOutOfBoundsException
10:11:25.778 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.InvocationNotifierHandler.handle(InvocationNotifierHandler:37)
10:11:25.778 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.InvocationNotifierHandler
10:11:25.778 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
10:11:27.251 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
10:11:27.252 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMarker
10:11:27.253 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMarker
10:11:27.253 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.verification.checkers.NumberOfInvocationsChecker
10:11:27.254 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.verification.Times
10:11:27.255 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.verification.MockAwareVerificationMode
10:11:27.255 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
10:11:27.256 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
10:11:27.257 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.InvocationNotifierHandler
10:11:27.354 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 4.
10:11:30.248 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
10:11:30.298 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
10:11:30.307 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
10:11:30.334 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
10:11:30.881 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 9.5
10:11:32.411 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 9.5
10:11:32.412 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 9.5. PT: 2 seconds
10:11:32.412 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
10:11:32.636 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 65 fitness evolutions and 2 second: 8.5
10:11:33.866 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.5 | 100
10:11:33.867 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 8.5. PT: 3 seconds
10:11:34.760 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.5 | 150
10:11:35.560 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 8.5 | 200
10:11:35.748 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 217 fitness evolutions and 5 second: 7.5
10:11:36.473 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.5 | 250
10:11:36.474 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 7.5. PT: 6 seconds
10:11:37.167 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.5 | 300
10:11:37.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:37.611 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:37.633 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.5 | 350
10:11:37.992 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:37.993 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.065 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.069 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.077 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.089 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.157 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.157 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.161 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.171 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.188 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 7.5 | 400
10:11:38.288 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.288 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.390 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.547 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.548 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.548 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.551 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.556 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.562 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.563 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.563 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.565 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.565 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
10:11:38.582 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
