11:03:01.865 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
11:03:01.868 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.joda.time.Period.normalizedStandard(Period:1631)
11:03:01.868 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.joda.time.Period
11:03:01.868 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
11:03:03.408 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.PeriodType
11:03:03.409 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Period
11:03:03.410 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.joda.time.Period
11:03:03.431 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
11:03:05.260 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
11:03:05.272 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
11:03:05.281 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
11:03:05.291 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
11:03:05.750 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.6666666666666665
11:03:06.410 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 26 fitness evolutions and 1 second: 1.6666666666666665
11:03:06.766 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:06.804 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:06.977 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.6666666666666665
11:03:06.977 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.6666666666666665. PT: 1 seconds
11:03:06.978 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
11:03:07.243 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:07.245 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:07.254 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:07.582 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:07.585 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:03:07.721 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.6666666666666665 | 100
11:03:08.280 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
