04:51:04.383 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:51:04.386 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.distribution.NormalDistributionImpl.cumulativeProbability(NormalDistributionImpl:109)
04:51:04.386 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.distribution.NormalDistributionImpl
04:51:04.386 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:51:04.886 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:51:04.887 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:51:04.887 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.distribution.NormalDistributionImpl
04:51:04.909 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:51:05.711 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:51:05.719 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:51:05.727 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:51:05.734 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:51:05.936 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
04:51:05.946 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 0 second: 1.5
04:51:07.941 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:07.965 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:07.972 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:07.981 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.003 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.023 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.034 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.038 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.040 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.048 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.050 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.062 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.063 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.065 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.076 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.079 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:08.100 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
04:51:08.100 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 2 seconds
04:51:08.101 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:51:09.164 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:09.166 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:10.575 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:10.576 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.639 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.646 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.700 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.702 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.702 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.712 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.717 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.724 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.725 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.729 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.743 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.749 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.780 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.781 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.812 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
04:51:11.851 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:11.851 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.358 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.360 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.881 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.882 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.902 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:12.903 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.137 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.150 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.646 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.647 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.647 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.653 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.655 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.658 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.658 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.659 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.659 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.660 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.663 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.664 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.664 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.669 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.669 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.670 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.672 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.672 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.674 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.677 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.678 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.682 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.689 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.693 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.693 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.711 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.712 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.714 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.732 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.733 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.734 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.743 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:15.747 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 150
04:51:16.267 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:16.268 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:16.680 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:16.681 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:17.807 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:17.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:18.084 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:18.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:18.629 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:19.515 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:19.516 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:19.777 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.043 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.044 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.059 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.598 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.600 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.611 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.612 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.613 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.618 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.619 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.619 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.630 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.635 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:51:20.637 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
