05:27:53.078 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException
05:27:53.081 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer.optimize(BaseAbstractMultivariateSimpleBoundsOptimizer:138)
05:27:53.081 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer
05:27:53.081 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
05:28:21.325 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.direct.BOBYQAOptimizer
05:28:21.335 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.direct.BOBYQAOptimizer
05:28:21.374 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.direct.BOBYQAOptimizer
05:28:21.377 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.direct.BOBYQAOptimizer
05:28:21.378 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.direct.BaseAbstractMultivariateOptimizer
05:28:21.379 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.optimization.direct.BaseAbstractMultivariateSimpleBoundsOptimizer
05:28:21.927 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
05:28:23.625 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
05:28:23.644 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
05:28:23.652 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
05:28:23.662 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
05:28:23.972 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 6.5
05:28:26.105 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 6.5
05:28:26.105 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 6.5. PT: 2 seconds
05:28:26.105 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
05:28:26.183 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:28:26.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:28:26.456 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 90 fitness evolutions and 2 second: 4.5
05:28:26.682 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 100
05:28:26.682 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 4.5. PT: 3 seconds
05:28:27.098 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 150
05:28:27.474 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 4.5 | 200
05:28:27.736 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 235 fitness evolutions and 4 second: 1.5
05:28:27.895 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 250
05:28:27.896 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 4 seconds
05:28:28.242 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 300
05:28:29.044 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 350
05:28:29.378 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:28:30.501 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 400
05:28:30.787 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:33.139 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 450
05:28:36.652 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:36.669 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:37.550 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:38.269 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:39.120 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:41.058 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:41.254 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:41.673 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:43.463 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:44.397 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:47.840 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 500
05:28:51.351 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:51.410 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:28:55.802 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 550
05:28:56.211 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:28:56.215 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:28:59.788 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:04.138 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 600
05:29:04.880 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:05.605 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:06.263 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:09.885 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 650
05:29:10.100 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:14.661 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 700
05:29:16.410 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:20.183 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:20.467 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:20.470 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:20.472 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:20.475 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:20.477 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:20.480 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:20.571 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 750
05:29:21.296 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:21.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:21.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:25.677 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:25.683 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:25.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:25.800 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:25.834 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:26.129 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:26.135 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:26.231 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 800
05:29:26.712 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:28.336 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:28.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:28.811 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.904 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.912 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.920 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.960 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.970 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.972 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.976 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:29.999 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.001 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.013 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.107 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.109 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.112 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.139 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.155 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.160 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.384 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.386 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.392 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.396 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 850
05:29:30.706 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.918 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:30.921 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:31.667 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:31.669 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:31.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:31.815 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:32.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:32.175 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:32.586 [main] WARN  e.s.b.g.s.GuidedSingleObjectiveGA - Botsing was unsuccessful in generating new generation. cause: A semi-covered basic block cannot have only one line
05:29:32.704 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:33.684 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:33.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:35.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:35.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:35.823 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:35.825 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:35.848 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
05:29:35.891 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
