04:48:25.521 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.apache.commons.math.MaxIterationsExceededException
04:48:25.524 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.special.Erf.erf(Erf:56)
04:48:25.525 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.special.Erf
04:48:25.525 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
04:48:26.009 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Gamma
04:48:26.011 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.special.Erf
04:48:26.035 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
04:48:26.869 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
04:48:26.885 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
04:48:26.893 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
04:48:26.899 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
04:48:27.069 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 1.5
04:48:31.044 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.072 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.080 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.089 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.096 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.097 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.098 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.103 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.104 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.107 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.119 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.120 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.133 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.152 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.181 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.183 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.184 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.229 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.230 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.245 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.246 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.248 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.249 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.249 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 1.5
04:48:31.249 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 1.5. PT: 4 seconds
04:48:31.249 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
04:48:31.952 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:31.954 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:32.224 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:32.721 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:32.723 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:32.741 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:32.742 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:32.987 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:33.239 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:48:33.240 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
