07:15:03.383 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.IllegalArgumentException
07:15:03.386 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.math.distribution.AbstractContinuousDistribution.inverseCumulativeProbability(AbstractContinuousDistribution:84)
07:15:03.386 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.math.distribution.AbstractContinuousDistribution
07:15:03.386 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
07:15:04.410 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.UnivariateRealSolverUtils
07:15:04.413 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.analysis.UnivariateRealSolverUtils
07:15:04.414 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.math.distribution.AbstractContinuousDistribution
07:15:04.595 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
07:15:06.776 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
07:15:06.785 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
07:15:06.796 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
07:15:06.804 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
07:15:07.453 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.6666666666666665
07:15:08.674 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 3.6666666666666665
07:15:08.674 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 3.6666666666666665. PT: 1 seconds
07:15:08.674 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
07:15:10.012 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.6666666666666665 | 100
07:15:10.063 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.064 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.285 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.286 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.286 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.286 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.434 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.457 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.6666666666666665 | 150
07:15:10.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.667 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.673 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:10.781 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 3.6666666666666665 | 200
07:15:11.013 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:11.014 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:11.107 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:11.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:11.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
07:15:11.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
