08:15:57.733 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
08:15:57.735 [main] WARN  eu.stamp.botsing.StackTrace - Missing line in frame 7
08:15:57.736 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.NullResultGuardian.handle(NullResultGuardian:29)
08:15:57.736 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.NullResultGuardian
08:15:57.736 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:15:58.205 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
08:15:58.206 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:15:58.207 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
08:15:58.237 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
08:15:59.277 [main] ERROR e.s.b.reproduction.CrashReproduction - Error in target initialization:
08:15:59.287 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:15:59.295 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:15:59.302 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:16:00.043 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
08:16:00.353 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
08:16:00.353 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 1 seconds
08:16:00.353 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:16:00.866 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.026 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.027 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.069 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 100
08:16:01.196 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.197 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.226 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.229 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.358 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.362 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.438 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 150
08:16:01.470 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.652 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.669 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:16:01.695 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
