08:20:58.898 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
08:20:58.901 [main] WARN  eu.stamp.botsing.StackTrace - Missing line in frame 7
08:20:58.901 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.NullResultGuardian.handle(NullResultGuardian:29)
08:20:58.902 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.NullResultGuardian
08:20:58.902 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:20:59.378 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
08:20:59.379 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:20:59.380 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.NullResultGuardian
08:20:59.411 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
08:21:00.440 [main] ERROR e.s.b.reproduction.CrashReproduction - Error in target initialization:
08:21:00.451 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:21:00.458 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:21:00.466 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:21:00.737 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 3.5
08:21:01.444 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 3.5
08:21:01.444 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 3.5. PT: 0 seconds
08:21:01.444 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:21:01.708 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 66 fitness evolutions and 1 second: 2.5
08:21:02.389 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 100
08:21:02.390 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 1 seconds
08:21:02.489 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:02.603 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:02.651 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:02.715 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:02.718 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:02.718 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:02.755 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 150
08:21:03.071 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.090 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.091 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.177 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.178 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.201 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 200
08:21:03.364 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.414 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.418 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.500 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.502 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 250
08:21:03.536 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.649 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.706 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.707 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.721 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.729 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.731 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.737 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.739 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.740 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.751 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.753 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.753 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.758 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.762 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.762 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.809 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.817 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 300
08:21:03.904 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:21:03.904 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
