01:45:26.659 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: org.xwiki.security.authorization.AuthorizationException
01:45:26.665 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.xwiki.security.authorization.DefaultAuthorizationManager.getAccess(DefaultAuthorizationManager:218)
01:45:26.665 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.xwiki.security.authorization.DefaultAuthorizationManager
01:45:26.665 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
01:45:28.251 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.cache.internal.DefaultSecurityCacheLoader
01:45:28.252 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
01:45:28.254 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
01:45:28.254 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
01:45:28.255 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.security.authorization.DefaultAuthorizationManager
01:45:28.306 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 586.
01:45:36.481 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
01:45:37.242 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
01:45:37.268 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
01:45:37.275 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
01:45:37.920 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 5.916666666666666
01:45:38.043 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 3 fitness evolutions and 0 second: 4.916666666666666
01:45:38.082 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 6 fitness evolutions and 0 second: 2.9166666666666665
01:45:38.563 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.9166666666666665
01:45:38.563 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.9166666666666665. PT: 1 seconds
01:45:38.563 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
01:45:39.130 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 100
01:45:39.660 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 150
01:45:40.994 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:41.265 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 200
01:45:41.892 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 250
01:45:42.409 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 300
01:45:42.900 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 350
01:45:43.368 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 400
01:45:43.868 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 450
01:45:44.374 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 500
01:45:44.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:44.938 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 550
01:45:45.600 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 600
01:45:45.640 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:45.699 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.184 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 650
01:45:46.293 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.301 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.461 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.461 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.462 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.468 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.469 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.708 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.709 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.711 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 700
01:45:46.727 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.765 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.785 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.854 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.908 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.922 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.922 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.923 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.929 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.933 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.946 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.956 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.957 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.973 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:46.974 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.217 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.217 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.218 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.219 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.9166666666666665 | 750
01:45:47.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.255 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.281 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.297 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.297 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.382 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.383 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.441 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.442 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.468 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.482 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.484 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.497 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.497 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.501 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.518 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.519 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.591 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.592 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.593 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
01:45:47.693 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
