16:14:21.487 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:14:21.490 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:14:21.491 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:14:21.491 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:14:22.971 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:14:22.972 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:14:22.981 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:14:44.227 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:14:44.236 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:14:44.243 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:14:44.249 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:14:45.391 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 1 second: 2.5
16:14:50.969 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:50.970 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:50.998 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.011 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.011 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.012 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.039 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.040 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.078 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.079 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.105 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.106 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.123 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:14:51.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
