16:16:23.286 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.io.FileNotFoundException
16:16:23.289 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.doc.XWikiAttachmentContent.getContentInputStream(XWikiAttachmentContent:244)
16:16:23.290 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.doc.XWikiAttachmentContent
16:16:23.290 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
16:16:25.953 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.commons.fileupload.disk.DiskFileItem
16:16:25.954 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.doc.XWikiAttachmentContent
16:16:25.963 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 585.
16:16:47.816 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
16:16:47.825 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
16:16:47.831 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
16:16:47.837 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
16:16:48.277 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.5
16:16:53.473 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.474 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.475 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.486 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.487 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.487 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.531 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.532 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.534 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.534 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.534 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.565 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.566 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.587 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.587 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.629 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.685 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.686 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.686 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.690 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.704 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.704 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.747 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.750 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.770 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.771 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.794 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.794 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.849 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.5
16:16:53.850 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.5. PT: 6 seconds
16:16:53.850 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
16:16:53.884 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:53.884 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.664 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.668 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.694 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.694 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.817 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:54.818 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.048 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.048 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.050 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.050 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.088 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.089 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.100 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.102 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.102 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.117 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.117 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.120 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.123 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.123 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.124 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.126 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.127 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.129 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.132 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.132 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.132 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.134 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.136 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.137 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.148 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.172 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.173 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.182 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.182 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.188 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.189 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.191 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.193 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.193 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.199 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.199 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.209 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.209 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.228 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.5 | 100
16:16:55.245 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.245 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.266 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.274 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.275 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.456 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.459 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.466 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.467 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.897 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.899 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.939 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.940 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.947 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:55.947 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:56.016 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:56.017 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:56.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:56.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:56.024 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
16:16:56.025 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
