11:48:10.051 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.StringIndexOutOfBoundsException
11:48:10.054 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor.createHibernateQuery(HqlQueryExecutor:230)
11:48:10.054 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
11:48:10.055 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
11:48:12.287 [main] WARN  e.s.botsing.graphs.cfg.CFGGenerator - The generated control flow graphs for class class java.lang.String was empty.
11:48:12.288 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing java.lang.String
11:48:12.288 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - [frame 1]Cannot load class java.lang.String. We do not count it in the InterProcedural graph
11:48:12.288 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.query.internal.AbstractQueryFilter
11:48:12.289 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.query.internal.CountDocumentFilter
11:48:12.289 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.xwiki.query.internal.CountDocumentFilter
11:48:12.290 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing com.xpn.xwiki.store.hibernate.query.HqlQueryExecutor
11:48:12.337 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 560.
11:48:38.356 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
11:48:38.366 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
11:48:38.374 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
11:48:38.381 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
11:48:41.467 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 3 second: 5.75
11:48:41.942 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:41.943 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:41.944 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:41.944 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:41.956 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:41.967 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:41.971 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:41.972 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.020 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.054 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.067 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.079 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.156 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.157 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.179 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.182 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.182 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.200 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.210 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.240 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.262 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.285 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.471 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.472 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.472 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.565 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 5.75
11:48:42.565 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 5.75. PT: 4 seconds
11:48:42.565 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
11:48:42.794 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:42.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.338 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.339 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.350 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.350 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.373 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.374 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.405 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.475 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.476 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.497 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.499 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.795 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.797 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.803 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.911 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.911 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.940 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:43.941 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:44.046 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:44.049 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:46.437 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:46.631 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:46.631 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:46.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:46.666 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.347 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.491 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.507 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.508 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.696 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.700 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.700 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.703 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
11:48:47.705 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
