08:06:54.816 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.UnsupportedOperationException
08:06:54.819 [main] WARN  eu.stamp.botsing.StackTrace - Missing line in frame 7
08:06:54.820 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.mockito.internal.handler.MockHandlerImpl.handle(MockHandlerImpl:94)
08:06:54.820 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.mockito.internal.handler.MockHandlerImpl
08:06:54.820 [main] INFO  eu.stamp.botsing.Botsing - Single_Objective_GGA
08:06:55.368 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.invocation.InvocationMatcher
08:06:55.369 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.mockito.internal.handler.MockHandlerImpl
08:06:55.398 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 3.
08:06:56.576 [main] ERROR e.s.b.reproduction.CrashReproduction - Error in target initialization:
08:06:56.586 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - test generation strategy: Botsing individual
08:06:56.596 [main] INFO  e.s.b.s.TestCaseSecondaryObjective - Secondary Objectives: BasicBlockCoverage
08:06:56.603 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Initializing the first population with size of 50 individuals
08:06:56.929 [main] INFO  e.s.b.f.utils.CrashDistanceEvolution - New value for Crash Distance after 1 fitness evolutions and 0 second: 2.75
08:06:58.080 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the initial population is: 2.75
08:06:58.081 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 2.75. PT: 1 seconds
08:06:58.081 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Starting evolution
08:06:58.367 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.368 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.678 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.679 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.679 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.679 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.694 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.772 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:58.819 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 2.75 | 100
08:06:59.142 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:59.143 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
08:06:59.158 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
